pos,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,pos_8,neg,neg_1,neg_2,neg_3,neg_4,neg_5,neg_6,neg_7,neg_8,coding
BDBBBDAA,BBA,,ABCC,AD,,C,,BDCBBB,,ABAA,,B,,D,BCCCDBBB,,,BBADD
,,,,,BBA,DCADBA,,,DDACBDCD,,,,ABC,,DC,,BAACCA,B
,DBACCBBD,,,,CBC,CDBDADBC,AD,,CBBCCBA,,,,,C,,,CAAA,BA
,,,,DCDBBB,,C,,,,DBBBDC,,,,,,,,DADBB
,,,,,,,,ADBBDB,ACBC,DDA,,CBAAC,,,CADC,,CDADDBADDAB,BBCBCB
,,,,,BBABB,AAA,ACDCD,CCB,,C,,,BDACBCB,,BCCC,DBADC,,CDCAAA
CAACD,,,ADCDBC,,,,CDDADAC,CBDDCDCDDA,,,CBBCBA,,,,CDCBABC,,,CBBCAD
BABD,,,ABDDA,,BACCD,,,CDABBAAADAA,,,,,,,,,,BABDA
,,,ADBA,,CDADCA,,,,C,,BACB,,,,,D,CABC,CAACBC
,,,,,,DDC,BABBCDAB,,,ABCA,,,,,,,,CCBDA
,ADBA,ABDBD,,,DC,,,,CBCD,,,ADA,ACBA,BACCB,,,,C
,,,,ABBBBCBB,B,,,,,,C,BABBCCCBDA,,,,A,,DBDBCCCBD
,CDBD,,,BAABCC,DDB,DB,DBCA,,,,,,,,BD,,BDBDB,DCCC
DBB,,,,,,,,,,AA,,,,BADCC,,DDDDC,A,CADA
,,,,AAAC,,,,,DDBCCB,BBCCBDDCC,BCDBD,,,,D,,,DDAB
,,,,,,,,,,,AAACBDDD,BCAB,,AA,DD,B,,DB
BDDA,,BD,CCDA,BAD,,,C,ADBABB,,,,DA,,DCBADA,,,,CDDC
AD,,BDA,,CCDA,,,,,,,DAADC,,CDCDADD,DDBDDD,,,BBD,ABBC
,BA,,,CBDADB,,,,,,,,ADB,,,,CBC,,ADC
DBCBBDDDD,BAADCD,,,,AD,BDDCD,DCA,,,,,,,CCC,,,,BDDDDDABA
,AAAAC,,DCCDC,,,,BABA,,,D,DCBADBA,,,,D,,,CDAB
AABCB,,BC,,CD,,,,,,BAAACBCBD,CDACCD,,BC,ACA,,BDCBDAC,,BDCDDAC
,,CADD,,,BDC,,DABBAA,C,CCCBBC,,,,DBBADC,,,,ABBABBACAA,DBB
CBAADAD,,,AA,AA,,,BBCDDB,,,,AADCDBB,CB,,,,,,BDCAADC
BBDADD,B,,,CC,DBDDD,,,ABD,,,BDAADBCCADD,,,,,BBBBA,,AACBAA
BCBA,BBA,,,BADA,,,,,,DADCC,,BBBC,,B,,,AC,BAB
,,BBDBBAA,,,,,,ABBAABDAA,,,,,,,BBABCCD,,,CDDACB
DCCCCAAB,,,A,,BCDBBCD,,,,BCADBB,BDAC,DC,D,,,,BAD,CDBB,BDCBA
,ACADC,,,,,,,ABDBC,DAB,,,CCDC,AB,,BCC,,,BCC
,BCBDDB,,,,,,,DCDCD,,,,CDABD,,,,,,DCBCA
,,,BADCDAAD,,,,DBB,,,CC,,,,CCCDCD,,DBDD,,BCCDBBC
,,,AC,,,,,,CBCA,BCCA,CCCA,,BACD,,,DB,,ACCBBD
,,,,,CACD,,BCABCBCB,,,,,,,,CBBCDDDAA,,ABC,BCBCDBB
,BADDBC,,AABB,BDABD,,CCBACACD,ACB,BDDAB,,,,BCAB,,,,B,DBC,BDCCDA
,,,ACDC,,DD,DCDDB,A,CBBA,,CA,BACA,,,BCA,DCAB,,,BCCACBB
,,,A,,,,DDDB,ABCAB,,,BDA,,DDAB,,,,,BAACDBADBA
,,DCBA,,CA,DCAB,,,,,,,,,,,CDDC,ADBABD,AD
,CABDC,,,,,,,,CBAA,DAD,,,CDBC,,,,,BADBCAA
,CCCAAB,,,,,,D,,,ACB,DD,,,C,,BDDBDAD,BDAACAA,DDCBAD
,,,,,,B,,,BACDA,DDAA,,,CAC,DCCAC,CC,CCDADADB,,DC
,,DCAABBD,,CCDDD,AB,BBACDA,CCADBCBCA,,ADDADB,,,A,,,,,,BCDCCBBCABB
,BD,,CCACA,CCDBC,BCABA,BCDABBBDB,DDACDD,A,CDACCB,,BDDBBD,CCB,B,,,,,DCAC
DDA,,,,BDDD,,,CDBDB,,,,,ABBB,CABAD,,,,A,BADBD
,ADDBCD,CBDADDBDD,,BA,,ABBCC,BCBC,,,,,,BDC,CDBD,A,ABACA,BDDCA,A
,,AD,,,DCAAC,DBCCDCA,,,BDCACDD,,CACCCDA,,,,,,,BCACDDBD
,ADCDB,,,CBDDDB,,,,,,,,,,,ADC,,CADDC,BBBAABD
,,,,,BAAADDA,,,,CCBAAC,,,BCDB,CADBABDB,CC,,,BDA,BDCDABDA
BB,,,,AABC,BC,,,,BB,,,ADCAD,,,,BD,,CBCADACC
DCDBBA,BC,,ACAAA,,,,,C,,AB,,,,AAABC,DBD,,,BBCBCC
DBCDCACA,,,ABACBD,,,,BADA,B,,,ACDCADCB,,,BB,,,,ADBDBBDA
,,CDBACB,,,CBBD,,,,,,ABBA,,,BDDBCA,,,,ADDDAACDB
,,,,,,ADACA,,,,,,AB,DB,,,,,CBDDC
,,BCC,BCABAB,,,BA,,,,AA,,BDACA,,,,ACBBB,,CDAAAC
,BCCDCC,,,BADAD,,,,,,,,DC,,,BDB,,,DBA
,CCA,,,,,,BC,,,,,,ADADDC,,,,,A
,,,,,,ABDCCDC,,DACACAA,,,,BDAAC,,,DCB,CCDDAB,,DC
,,CBDAAD,,CD,CAAAAD,,,,C,,,DDADADA,,,,,DB,ADDAC
,,,,CC,,,BACCAD,,DCCD,,CCAADABCC,,AAABB,BBB,ACCADBAAC,,,CDDCAAB
DCBC,,DD,,BDAB,,CBAAD,,,,,BBD,BCABBCCD,,DBCABD,,,BBA,DBBC
,,,CB,,A,AC,,,,,ABCDBA,CBDCB,DCDCC,,,CCCAB,,D
,,D,,,BDDAB,D,,,C,BDC,DABAC,,,DB,,CCBBD,,DDC
,,,,,,D,,,,D,,,,ACABDDA,,,,DAAAAACD
BCDA,C,,,CBD,,,,,,,ACBCBD,,CAB,C,BAD,,,CCCCAAC
