pos,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,pos_8,neg,neg_1,neg_2,neg_3,neg_4,neg_5,neg_6,neg_7,neg_8,coding
BDCBCBCB,C,,CA,,CBCC,,,,,BDCCAAB,,,,BAAADACA,,,CCBDDAAC,CCDCD
,ACDACCD,,BBCCACD,,,,,,,ACBB,ADDCA,,,,,,BCCABBACBACC,BABBCAA
,,,CBCBBB,,,,,,CADBCD,,,,,ABAB,ADBCAADA,,CBDDC,CDCC
,,,,,,AC,,,,,BDDA,,,,,AADDCDBCA,,ACADCB
,BCC,CBBCCB,BDCB,ABDDDD,,,,,ACDAC,,CC,D,BACB,D,,D,,ACDCDCB
,,,A,DDDCB,,,,,,ADAACC,,,,,CDCAC,DADC,,DDAB
BBCABDC,,,,DDCDBDCDC,ACADABD,C,BAC,,CA,DABAD,,BDABCAA,,,,,,BCCA
,CDBCC,,,,,,,CB,CDDDACCD,,BACBC,,,,BCBBCC,,,CC
,,,,AAD,,,,,,,,,C,D,BADADB,CD,,ACCB
,,,CACB,,ADA,,CCCDDC,CABCABAD,,DBCADBBA,BCBCDC,DDDAA,,,,,,CDACBC
A,,,,,,,,A,CAB,BDDAC,,,CDCADB,,,,CDDD,BACBB
,,,ACB,A,,,,,,B,CD,,BCACCB,,AABBA,,BCD,DBBBACCCC
CCDADAAA,,,,CDBBC,BBD,,,,,,CBAABACBB,,,,C,,DADD,BCBBDACDDD
,CCBB,,DDA,DD,,,,ADCCC,ACDCB,CCDDA,,,CDACCDCD,CBAA,BBBB,,ACDC,BBB
,,,AADCB,AAACCA,,,,,CCACDDAABCCDC,,BACDCC,,,,BDCCCCCB,,DDABCC,DD
,,BDBAD,,,B,,,DB,,ACBDA,,CB,CD,,,DCB,B,AACAB
CB,,B,,,,,,,,,A,,DDCB,,B,BCAC,CACCCD,DBABCBBB
ACAAADC,BDACD,CBA,ACCCADA,,,,ADDADABAB,CDDC,ACAA,CB,,,,,,,BABDA,ADAC
,,,,,BCAACCD,ACDA,,ADA,AA,,,,ADAB,BBDB,,CAAD,,BCBD
CCABBBAC,,CD,,,,,,CDBB,,,ABA,,,,,AACB,,AABD
,,,,,CBBC,ACBD,ADD,,,ADBACAADA,,BD,,,,BDCDDDACAA,,BCCCBDCBD
CBACBCBDB,,,BACAD,,DDBBC,,DCD,,DADBABA,,,,,BAABDD,BBBCB,BCCBC,,CCDDDABC
A,,,,DCDBDDD,,,CCA,,,,,DB,,DCCCBBB,CC,CBC,,DCCCDCDA
,,BA,,CDBCC,,DC,,,D,,,,CCCAAC,,ACCCBBB,,,DCABAD
,,BCCAAB,,,CAABDCDCC,,,,,,,,,AD,,,,BCB
ADB,AAABBA,,A,,,,,,CACDBDD,,,,DCCCDBC,,,BBCD,B,AC
,,,CDDABC,DDB,CDCBCDCCA,CAAAD,BCCB,CBAABAB,B,,,,DAB,,,,,DBDADBB
,D,,,ACDD,,,DDDBBCCA,BB,B,CBBB,,ADBAABA,,BADAB,,,,BDBBAB
BCD,,,,,,,ACDADCB,,BABAB,,,,,BADD,,,,CADDBBC
CBCADCDCCB,,BAAAABDD,,,C,BCCAD,,,DAB,CA,,,,CDA,,CADC,,CA
D,,,BDD,,CACBAA,,,,,,,,,CD,,BCA,,AA
DA,,,DABADDD,,,CDD,DCBD,,ACCA,DCAADDAC,,,,,,,BBD,CCCACAD
,ACCADBACCCA,,,,ACA,BBBC,,,DC,A,,BDCC,AAACDDD,DA,BADBC,,AB,DADACD
ACBDDB,ABBABD,,,,,,ADABD,,,,BCDCCAB,,DADADAA,,,,,DACBDA
D,,,,,,,,,,CABABC,,,BDCB,,,,,ADDCCDABBD
ADDBDCC,,ACD,A,,,,,,,,,ABBAC,CAAD,,,DA,CDCB,DDBCCB
D,,,ABADA,,,CBBDAADAB,,,,DABCAC,,,,AC,,,,CBBACACC
,,BCAAC,BCDDC,CDAAC,CCDBB,,BBBBBB,,,,,CABABAABBB,,,,,,BCAACDD
,CBA,,,ACBCA,,CBBAB,,BCAA,A,,,,,CBBCBACD,,,,BCCCBD
ACCD,,,ACD,,AABBAB,,,,DCDB,,,,,,,AACCABA,ABBBC,ACDBA
BCAD,,,AC,,,,DAAC,DCDACAB,ADDADAA,ADAADD,,,,,ADABBA,ACDABC,A,BB
,,,,BDD,DDAD,CBAB,,,,,,CACDBB,,,D,,CCDACBB,ACADA
,,,CDBDBACDCD,,,,,CCBB,,,,,BBBA,,,,,CBDD
CCCBDBA,,,,,,,,ABBBD,,,CCCBBA,ADAAABA,A,,,,,DDACCA
,,,,,,,C,CBAADD,,ACC,,,,,,ADDCCB,CAB,AABCDDB
CCBB,DAA,BCAC,,,,,BA,,,,,,C,,,,,BCADBA
,,,,ACBCC,,,DBC,,CB,,BCDCD,,,,BDADCA,CBDBBBAD,,DCAAB
,,BAC,,,,,BAB,,DD,,DCBDB,,,,DACD,,CBAC,AA
,,,,,,,DABDA,BCDBCABB,DDDDBDAB,,,,DCDCA,,,,,ABBA
BBD,C,,,BBACC,,CBBBABC,,,BBCCAACA,,ABBCDAACD,B,BA,ADCACB,,BABBBCC,,DBBBAD
ACDD,,,CCCBA,,,,,,DBDCBCC,,,DAA,,CBCA,,,,BDCBAABCB
,,,,,,BD,BDD,,,,,CCCA,,ACD,,,,AACBBAB
,CADAC,,,,DABC,,,,,,,B,,,CA,,,BBCCC
CCA,,CCA,,,,CA,,,B,,,,CADCBDB,DBBA,CDC,,ABADA,BAABAC
,,,,,,,,,,,,CBAABB,ADBDBB,,,ACC,D,CDDDD
,,A,,AAB,,,,DB,,B,,,,,BC,,,CADBBAD
,,,,,ADCACADD,BDCABAC,,DCCAAD,CACBDDC,BAB,,,,ABADCDB,,BBBCCD,,C
,,D,,ABCD,,BADB,,CD,,,,,,,,ABADCAACCC,,CABD
CDDABACB,DBADBCC,,,,,,BABCCDAD,BCABBABC,ABCCBB,,ACBCADAC,,,,ACCAD,CDDDBD,,BCABDCC
A,,,ABDC,,,,CB,,,,,,B,,,,,AAA
,,,,,D,DAADADD,,,,,BDBBDBA,,ABC,DACCAACD,,A,,CACCB
BCD,,,,,,,,,,,BBABD,,,,,,,DCA
CCDAA,,DBB,BADCCBBDB,AACCBCACB,,,,BCD,ADABBB,BBA,,,AC,,CDDDABCD,,BDACD,ACCAC
,,DCDCB,BC,,CDBD,BCBDCAA,DBDC,DBCC,,ADA,,DBDAA,,,,BCAC,C,BBABADDC
AAB,,,DAB,,,,,,CBC,,,,BABB,D,AD,,BB,AD
CB,AD,CDBA,B,,,,DCBA,,,BBC,ABACDACC,BA,,,,,,BBC
,DCA,AC,,B,C,CCAAD,,,ACAD,,,CCCB,CC,,,DDBC,,CBCADBD
,,,,BAD,CBCBD,,,,,ABCAB,,A,ACACBB,CAB,,,,ACABDAB
BDDCDC,,DBCBACAB,CBCBB,,,,,,,,,D,,,,,AC,BABBABDDC
,,DABD,DDBA,,BDBCCDD,BBABC,,,,,,,,ACDA,,,,B
,,DDCCBAC,,,BAA,BCDD,BBDBBC,BDCAB,CBA,BDADB,BBBBACA,,,,BACBAB,,,BACACBA
