pos,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,pos_8,neg,neg_1,neg_2,neg_3,neg_4,neg_5,neg_6,neg_7,neg_8,coding
,,,,BC,,,AACB,ACDBCCC,,,DDACBDD,DBB,CADCDB,DAA,,,CDBDD,ABDC
DDADDA,BDAA,,,,,,,BB,,,DB,,,,,,,ACBBD
,CD,DAA,,BCCAA,,,,CABDADA,,,,,,,ABA,,DCABBA,BADDBCB
,DBBDDACBBBA,,,,,BAAB,,,,,CC,BC,,ACCDAB,,,,BDAAABAB
,,,,,CACBCB,,,BC,,DBC,A,,,CDAC,,,,BDBC
,,DBABDA,AADCACBABC,BBBBDBA,,,A,,BADCDC,,ACCCC,,,,,AA,A,BDDDCCB
CCC,,,,B,,DD,BDCAAAC,,,,,,,ACAC,,DAAB,,AABADDBC
,,AB,C,,,,,,,,,,DCBB,BBDDDBDBBB,CADB,DDC,,CBB
CCACDCAA,,ABDDBCCD,,DCBAAD,CAAA,,,,,,CBDCC,,CCACA,C,,CAACBAD,CACD,DDD
CAADACB,BBCCABACA,,,,DAACB,,,,ADDC,,,,,,,,,BBCCA
BDB,,CBCB,,,,CDCD,,,,,,C,,DBA,,,BBC,CDDC
,,,,,,CACBDAABB,CBCDAC,BBCADB,,,,DABDC,DDCD,,ACB,,C,ABCDAAA
DA,,,C,,,,,A,,,ACDADDDACB,,CCCACBABB,,AC,,,B
,,,,ABDBDDA,,,BBDABA,,D,,,,CBDA,DB,DAA,DCDCDAB,,CCB
,,,CCCB,,ACBBDCDCBB,,,BA,,,,DDC,CAAAABBD,,,,,CCADCC
