pos,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,pos_8,neg,neg_1,neg_2,neg_3,neg_4,neg_5,neg_6,neg_7,neg_8,coding
,,CDDBB,CBCD,CAABDB,DA,,CDCBBDA,DAD,,,D,BD,ACADA,CDBCCCBCB,,,D,DCBCBDA
BAAABDB,,,,AD,BAC,CBBD,DAAD,,,,CDBBCBBBA,CAC,ADBDABCAA,,CACABA,BADCCA,,C
,,,,,CBDBDA,BCADAC,,,ACACD,,,,,,,,,AA
ACDACBCB,,CBBC,,,,,,,DBC,DDC,DBBD,,,,BCCB,,,BCB
,,,CBBDCD,CBDC,,,DCBA,,,,AC,ABDCB,,,,,,DCDB
,,,ABABD,DCBCA,CAA,,,,,AB,,,AABCBD,DDCDBBDD,CCBCA,,CDDDD,DDACCBABD
D,,,C,CA,,CCBAC,CCBABA,,,,,DB,,BA,C,,CAB,BD
BBDAD,,,,ACAAA,DADBCD,DCBDD,,,DBACAA,,,DDDBB,CADCBC,,,,DDCCCDBDB,ACC
,DBCDCBD,,D,,,CCAAABADB,,ADCCAC,,,,B,BDBBA,,,ACB,,CABB
,,BAD,,BBB,,BCBBA,,,,,DCBBA,DA,AAAD,,,DDBCDB,,CABA
,DBCCADBB,CB,,,,,CACDC,BCACAC,,DBB,BDAB,,,,BCD,,AAC,BCBCC
,,,,,CDA,CDC,,,ACBC,,,,,,,DAABDDACB,,CABBD
,,CBDBC,,,,,,,BC,BBA,,,,ADA,,,,BD
,BACCB,DCDABB,CCA,DCCB,,,,,ABB,D,,,,CBB,,,,DBBCDC
DCBDDA,BDDBC,,,CD,CACAAD,,,A,,,,,,BBDBD,AC,,,BC
,,,,AAD,,,,CCBAAA,BBACC,,BA,DCDDDCADA,,,,BCDB,,DBDDDD
,BCA,BBBB,CADDDADACBB,DDDCD,,,,CABCAA,AA,AD,,AADB,AC,,,,CAACCDC,ACDBBDCDA
,,B,,D,CA,,CBA,DD,,CDD,ABDA,BD,,,ADADDCB,,CCBCDACBBBDB,DCBCAAA
BCDDCCCCAD,,ADDBDB,,BDB,DCBC,CC,C,,BDBAB,,CABADCD,ABAB,,,,CDABC,,DAACDAAA
BDDD,,,,,,,A,,,AA,BCADABD,,,DBBDCBC,B,,DBDA,BADD
,DBDCCBCB,BDDBAC,BDBDACBBAC,DDBDA,CDCDBDDBC,,DCBAC,,,,CCD,CDCADCBC,,,CD,,ADDA,AABC
,,B,C,,BBBBCD,,,B,,BDD,,,,,,,CAA,DDBCDC
DCDDCD,BDDCDDBBC,,ADB,,,,,,,CCABBD,,,,BACAC,CDCBBD,,,BCBBA
,ABABC,DACDAA,AAD,,,,CACD,CD,ADCB,,,,DDAAA,,CCA,,,DABBCA
BBCABDADB,,DACCBC,AD,,DDBADCC,,,,DABBD,CC,,,,,DABD,ACD,BBCDC,D
CCD,,,BBDACB,,,,CD,ACACAD,,,C,DCD,,,,,,C
BDCCBB,,,CB,,AADDBBB,,,,,,,,ADB,BDAABBB,,,,CADC
,,,,AACDD,,,,,CAB,,DD,,,,,,,CAB
,,,,,,,,,,CAA,,CAC,,,B,,,BACDDDBC
,,CAABC,CDAAAAC,,DBCBBCBAC,,,,CDBAA,CA,ABCC,,CBABBADA,DAAA,,,,AABCBCDA
,CBCDC,,,,DBCCDABCC,,ABCC,B,DDADDAB,,,,CDAD,BBAAC,,,BDCBA,BD
BAAD,DCB,,AACC,,B,,,CADBADD,BBDBDBC,,BCDADDA,,,C,,B,CACBCDCC,B
DDBDBA,,,CCBC,,,,,,,AC,,B,,B,,AADDA,,DDACCBC
,C,,,CACCBCB,,,,DCDABA,ADB,CDBADB,A,DC,ACCBC,BABC,,BDCBA,BD,DBAA
A,,,ACCDDCA,,BD,,,,,,CDAAB,,,,,,DA,BCCCC
,,,,,,AADB,,,,,,ABC,DDA,,,,CACDDCA,CCCA
,A,,,,,ABDCDBD,CDDCDDDCDC,CCCBB,A,,ABDAD,,,BBBA,DDABAA,,CDDCCBDC,A
,CBA,CDBD,,DCACCDD,,BBAB,,,,DCCDB,D,BBBBBAD,,,,,,DDACD
CDCDD,ACDCDA,ADD,CCADBD,,,CCB,,,,,,,,ABBAC,DCACC,C,,CBDDBDAC
,,,,,,,,BB,,,,CABBA,,,AACD,ADBB,ADAC,ADCBBBC
,BDDCAD,,BC,,,,,CBBA,,,,,DBBCBCA,BBDBAAA,,,,DDABBCA
,,CABB,DDDBA,,BCDDBA,BB,ABBAC,,,BCC,ADD,AB,C,DB,,,,DBAA
,,C,,ADACBA,,C,,BD,CB,,,,,,AABDDDD,ACCC,,AA
