pos,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,pos_8,neg,neg_1,neg_2,neg_3,neg_4,neg_5,neg_6,neg_7,neg_8,coding
DCABC,DCDCB,AAACD,ACDDD,DADBA,ACBAA,ACDAD,BBACC,CBCCC,BCAAD,AABDC,DDACB,AACDA,CDBDC,ABDAB,CBDAC,BDACC,ACABA,DBCAB
CBCBA,ABBCC,BDCCD,ACCDB,BBADD,ADCDD,BDADA,ACCAD,ABCCD,DDCAB,DDCDD,ADCCD,BDABC,DCDDB,AADDD,BDADA,CDACA,CDAAB,ABBAB
CCBDA,DDAAD,DDCDD,CCCBC,BBCAC,ADACC,DACAB,BAABA,CACAD,BCCCA,ADBBB,AACBB,BCADD,CCCCA,CDAAC,DAACC,BDBCA,CDBAD,BAAAA
CCABD,AAADB,ADDBC,AADBB,CBCCA,CDBCA,CDCBD,DBBDD,CDDCC,ABBBD,ACADB,BDBCB,DCDDA,BCDAC,DAAAD,BDBCA,CCCDB,DCCBC,ADDBB
BDCBB,BDBBD,ADACD,BADAC,DDCDA,CDDBA,DBABB,AAABB,DCABB,DDADA,BABCA,AACCD,CBADC,DBDCA,DABCC,BCCCA,DBCCA,AADDA,BABDA
BCACA,ACCBA,DAADA,ABBCD,BCDDB,CCDCB,BAABD,ACDCC,DACDB,CABCA,ABDDC,BACCA,BBAAA,AACAC,DDCCC,CDBAC,CDBDC,DDBBB,CAAAB
CAABC,DBDBD,BCABA,BADDA,AAABA,CADDC,BBBBA,CBBAB,CCCBA,BAADB,ADABC,CDAAD,ADBAC,ADBDD,DDDAD,CCDAC,DACCA,CADCD,BCBCC
DBBAB,CADBD,DCDCB,DBABD,BCDAD,BBADA,AABAA,DBCDB,DBBAD,AAABD,DBABA,CAABB,ABDAA,DAABC,CCDDB,DADAC,DBBBA,BCCCB,BCDBA
DDCBB,ACAAD,BACBC,DDDAD,CCACB,ABAAB,CADCD,DDABA,BADBC,CDABA,BCCCC,BDADA,BDCCD,DDABA,BABBB,ABDDC,BAABB,BACBA,DBBAD
AACDA,BBBBC,BBDAA,DCCDC,ACDBC,CADAD,CBCDB,DAACC,BDCDC,BABBA,DCDDB,BDAAD,BDBDD,CDCDB,AADAD,DACDA,CBBCB,ACABA,DCCDB
BABCA,ADCAB,BADCA,AAADB,CDDBC,AACAB,BAADA,BCDBA,ABADD,ABDCD,ABBDA,BBABA,CCDAC,ACCDA,BCDBD,CDADA,ACACC,BBDAD,CABDC
ADDCB,DBDBB,BBADC,AADCB,ACCDD,DBABD,BDCBC,ABBCA,CADAA,BCDAC,CBBBD,BDDCB,ACDBC,BBCAC,BBDCD,DABCA,CDCDA,CDAAB,DDAAC
CDCDA,CBDAB,DADBC,AADDA,CBBDB,CDACD,CABDB,AABDD,CBDCC,AACBA,DACAC,BCABC,DCDDD,CCCDD,ABDDB,AADBA,DCAAA,ACBBC,DCDDD
DCDCC,BCBBA,DDADC,DAACC,AACCB,DDCAC,CDDAD,DDBCC,ADDDD,CBADD,ADDDA,CDCBD,BCDDB,ABBAB,BDCAD,CCAAD,AABBB,DDDDC,BBBDD
BCDDD,BABCA,CBBDB,DDCDA,CAADD,CBDBB,DBDBD,DABAB,CBCAB,ABCAB,DDBAD,CABAD,CADCB,CDADB,DDDDA,BBDBA,CAABB,DDADC,CCBBB
DBBBC,BDCAB,AACCC,CBBCA,AABAC,CAADA,DDBCC,ACAAC,DAABB,AABAD,DACBB,BCABB,CDCBC,CBBCC,ABCBB,ADDBB,AADDD,ADBBB,BCCAC
ACABD,DBCAC,BBCAD,DADAC,ADADD,CCBDB,BCDBB,DBCCC,BDCAA,CCCAB,ACBDB,ABDAC,ACACB,BADAB,BBDBB,CCBCB,DBCAD,CBBDD,ABBAD
BDDDC,DDCAA,ADBAB,BCBDB,ACBDA,BAACB,AABDB,DADBB,CDBCA,CBDCA,BCCBB,DAADD,DCBCB,ADACC,DBBCB,DCBDD,ADADA,ABCBC,BADAD
BADDA,DCADA,CDACC,BDDBC,CDCBA,BDDBD,BCDBB,DACDA,ADCDB,ACBDB,CBDAA,CABBC,DBCDA,BAADD,ADCCC,CADAB,BBAAA,ADAAD,ABBAD
CDBDD,CCBDC,CBAAB,BACDA,CDACA,BCCCA,ABCBB,BDBCD,CDBDB,BDBAD,CBDAC,DACCD,BAADD,DDBDA,DBCBA,BBDDC,BBBDB,BDADD,CDDBA
DACAC,ADADC,CAAAA,DABBD,BBBCB,BBBCB,CDDAC,CAAAD,ABACD,ACABB,DACCB,CCCCB,CDDBC,CBBAD,BBACD,DCDCD,CADDA,AADBD,AAAAC
DBBDD,BBDAD,BCDAB,CADBA,ACBAD,ADDCA,DBDDD,ADACC,CAADB,ACCDB,BADBC,AADAC,ADCDC,DAACA,BACDD,DCDBB,BBDAB,BCDAA,DACCD
ADBDB,BDABA,CDCAB,BDAAD,BABCB,BABAB,BAADA,ACAAA,DDDDD,CACBC,CBDBD,BBCBB,DDBCD,DCDBA,CADDC,AACCB,DDACA,CBDBD,CBBDC
CBDAD,AACCD,AAACD,ABBCC,CADDA,CCCCA,ACCDC,ADDDB,CCBCA,CDACA,AAACC,CCBAC,CBABC,BDDAB,DAACD,DDADD,CACAC,CCBDC,ADBBD
BDCBD,BBAAA,CBBCD,DABDB,ABCDB,ACACB,DDCDB,BDACC,ADBAB,CACDD,CADBB,CAABB,ABCBC,BDDBA,BACCC,BABBC,DAACC,ABABB,CDACD
CACAA,DBCBC,ABBCA,DABDB,CCDAD,CCBDA,DCCAA,CBDAA,AABCA,ACABC,BBACB,DBDBD,CCACD,AACCB,CAACC,DABCD,DBAAB,DAABB,CCCBA
DBABB,DCDBD,CADBB,DADBA,DABBC,DBBCD,DACDC,ACCDC,DCCBC,CCDCD,ACCCA,CDAAC,BDDCC,DBAAC,DCCBA,CCDAB,CCACA,CDDBC,AACDD
CCBDC,DCDDD,DBCAC,AABBC,BABDC,AAAAA,ADDDA,BABCB,CCADD,BAABA,AABAD,CDBAB,BCBCC,CBBAD,ABADD,BBCAB,DCCBD,DBCDA,BCBAB
CAADD,DCBCD,BDBCA,BBCBA,ACADD,BCADA,DBAAA,ADDDC,CBDBC,DCBBB,DBBDB,DCDCC,ABACC,DCBAA,DADBC,ADBDD,CCCBC,CAABA,BDDCC
ACAAD,ADDCA,CCBBD,BABDD,CABDB,DCDCD,AACAD,DACBA,DCBCA,BBDDC,DDBAB,DCBAA,DCACB,ABBDC,BCBCA,ACBAD,DCDDD,CDBCC,BBCDD
DDACB,CBADB,BCBAC,ABDAA,ABDDC,CCBAD,CBCBA,BAAAC,ACBBD,AACDD,BCBBB,BADAB,DDBDD,ABCBB,DAAAB,CADBB,DDCBC,BDACB,CDABA
DCBBC,ADDCC,CCDAB,DABBC,DBAAB,CCDCC,DDCAB,CDBDA,CBDCA,CCBCA,CCADC,BCCAA,CDDCD,DCBAC,ABBCD,BBBAC,CCBBC,CCCDA,CDDAA
CCCBB,BBABA,DBBAA,ACDBD,BDDDC,CADDA,AAACC,BBACC,BDBDD,ABCAC,CDCCB,DADDC,BDDBD,DDCBD,CDADC,ACCAA,BAAAA,BDAAA,BDBDC
CBACB,DCABB,DAADC,CBBDB,AACBB,ABCCA,CAABC,DDCAB,DDADB,BBDCB,BABAA,CBAAC,DDCDD,DCBDA,DDDCC,AABAD,CABCA,DCCBC,DCDDC
CACBB,BCDAC,DCADD,CBCCA,CADAB,BCDBD,AABBA,DBBAA,AABBB,CCCDB,DCACA,DAABD,BCCDB,CCBCB,AABDB,ADCAD,ADBBC,CABBB,ACBCD
CDAAC,ACABB,AADAC,DCABD,BDCCD,CCDDA,BACDB,DBDBD,DAAAA,DCADA,CBBAA,BBCAB,DCABD,CDCBA,BDCDC,BBCCD,DCCDC,CDCBD,DDABD
ABDCA,CBABD,DAABC,ABADD,CCBCC,BADBC,BBBCB,BCABB,ADCDC,ACDAA,BBBAC,ADCCC,ADACD,DCADD,CDBCD,ADDBD,DDDDC,CDAAD,DDBAD
BDBBB,DDCAC,AABDD,BCBDA,DDADC,DCCBA,ACCAA,CDCBD,BABAA,CCABB,CADAB,DBADD,BBDBA,ACBCB,DBDCD,BDBDB,CACAC,CCDAD,AABDD
BDCBD,ABBAB,BBCAC,AADBB,DACAA,BDDDA,BCDCB,ABAAA,CADCA,ABCAA,CBACD,ACDCB,CBACB,BADDA,ABCBC,ACBCD,ABACA,DBDAD,BDAAB
CBAAC,BDCDC,DCBDA,DDCAC,BACBC,BCDDB,CBDAC,CCACA,DACDD,ACACD,CABDD,CADDB,BCDBA,CBCAD,DDBAA,ADBBC,ADBBB,CAABC,DABAD
ABBDA,ACDBC,BADCA,DCCAB,ABBAA,CDBDA,CDCCB,CCDAB,DACAC,CBBBA,BDBCD,BDBBD,ABCDA,DAABC,DDACA,ABBBD,DCCAB,DCDBC,DBACD
ABACC,CCBCA,CBAAA,DCCCC,CACCB,ACCCA,ABBAB,CBCBB,CADDC,AACCA,DADBA,DBBCA,CCABC,CACBC,ADABD,BCCBB,BDDDC,ABCCB,DCACA
ACDCC,ADBAB,BBCDC,BCCBA,BADCC,ACBAB,ABDAB,BCABC,CCCDB,DDADB,BDAAC,CADDC,ACABA,ABBBA,DCAAC,CABDC,DDADD,CCBBA,CBCBB
DBDCD,BBCAD,ACCDC,BDDDD,CBCDD,CBDBB,CDBBC,DBAAC,AACDB,CBACB,CDADB,BBBDD,BBCAD,ABCDD,ADDDA,ADCCC,BBAAB,DBDAD,CCBBD
DBCCB,DBACB,BCBCC,ACBAC,CBCDD,DABCC,BACCD,BDADA,BCCAD,BCBAC,BDCBD,DBCCD,DBDAD,CCCCD,ADDAA,BACDB,CDDDC,BBDBC,BBABA
BCBBC,CDDDC,BCDAD,BDACA,DBDAD,BDADC,CDDCA,CCCCD,BCDCD,CADCB,DBCAD,BAABB,DCBAC,AACAB,CCCDB,CDDCA,DDBCC,ACCAA,CCBDD
CBCDC,CCABB,DDDAC,ADCBA,AAABC,ABBAB,ADBCB,CDDAC,ABADC,DBCAA,CCCBB,BBACD,AAABD,CBBDC,ADAAB,ADBBB,CCCDB,DDAAC,BBCBC
BABBC,DABAA,AACBC,BBAAA,AACDC,DABAD,CDBAD,BBBBD,BACDB,CABBA,ABCAB,ABCAA,DCCCC,DDBAA,CCCAC,CDCDA,DABCD,BBCDC,CBACC
BACCD,ACBDC,BAAAB,AACAC,DBAAA,CADDC,CCCDB,CBCAB,DDABC,BCAAC,BDDDC,BCCDD,AABCA,CBBDA,CABCC,DCCAB,DAABA,DACAC,AABBB
ABABC,ABCDC,CBADC,ABDBB,DCAAD,ABACC,BADBD,BCADC,BBDAC,BABDA,ACCAD,BBDDD,ABBCA,CBBDC,CADDB,ACDCA,CBCCD,DBACD,DBCCC
ACBDD,CADCC,BDDDA,BABDB,DBCCC,DADDD,DDCBC,DDAAC,DCCDD,CACDB,CCCAB,CAACD,CDADC,DBCDD,ABAAD,BBCCC,ACACB,DADAB,DACDA
CBDAB,DADBD,CACBD,CDCCC,BBADB,ABDAA,ACDCB,BABCB,BBACC,AADCA,AAAAC,CBDBB,CDAAC,CCDCC,BBCDC,BBDDC,ABCBD,CCBDB,BDAAB
ADDCC,ACADB,CDBCB,AACCC,ABCBA,DACBD,DABDD,CCAAA,AABDC,BCDBA,BDBDC,ACDAC,DBACC,CACAA,CBAAB,BBCAA,AABAC,ABCBA,ADCDB
CBCCA,DDCBA,BCABD,CACCB,BBACA,BBABD,BADDB,DBDDD,DABDB,ACDCB,CBBCC,ABBAB,DABCD,CCCDD,BADDA,DDDAD,DBDBD,CCCAB,CDBAB
DBBCC,AAACB,ACDCD,DCABD,CDDCB,DADCA,DBBCC,ADCBA,CCCAC,CACBB,DCBCA,BDBCD,DCAAA,AAABA,BCCCD,BADBC,BDACB,DBDCD,DCBDD
DBDAA,CBCCD,CDAAC,CBCCC,DDCDD,DCDDB,BCACA,DBDBA,DDADA,BCBBB,ADCCB,CCCAB,ACAAC,CBDDC,CCDAB,ACCBC,BCBDB,BAADA,BABDC
CDDAB,BABBD,CCBDA,BDADD,CACBC,DBCCA,DDBBC,AACCC,ACBCD,CDBCA,CCDAC,DBBDC,BBDAC,CCBCA,DACCD,ADCAA,AAADB,CCBCA,CACBC
ADBDA,BCDCB,ACABD,ABCCA,ABCBA,CDBBD,BADDB,ADBBB,AADBA,ADDBA,BBABD,AADAB,ACAAD,CBAAD,DCBBB,BDACD,CBBBB,DDDDA,BBDDB
CCABC,BABBA,AADCB,BDADB,DBBCA,ADADD,BCCCD,ACADB,DCACA,CBACC,DCBCA,ACCAD,DAACA,DABBA,BBCDA,BACCB,DBDAB,BDAAD,BDACD
DBCCC,BDDDC,CCDDB,AABBD,CABBB,BDAAA,BCDCD,ABBAC,CBBBC,ABCBB,CCADD,DDAAB,ACBCD,ABDCC,BBDAA,ADCDB,BCACA,CACCD,CAABB
DDDDA,DAACA,CCCDC,CDADD,CBCBC,BBCDC,CABAA,ABBAB,CCBCC,DBBCC,DCBCD,DACDA,DDBAA,CDDAD,DAABD,BAADB,CADAB,DDDDB,AABBC
BCACA,DBCAB,ACBAC,BDBBB,BABBD,DBBDA,DCBBC,DCABA,ADACD,DABAA,DDBCA,BBCCA,DDCDA,ACBAB,BDBAB,DCCDC,DABCA,BBCDA,BADBD
BCCAA,CBBDB,AAAAA,ACABC,DCBAC,ABDCA,DBAAA,CCBDC,DBACA,ADDCC,BBBCD,CABDD,BDDBA,ADACB,ACDAB,DCCBB,ACACD,ADBBB,DBAAC
BBCDA,BDBDC,DBDBC,DCDAC,CDBCD,CAACB,BDBAC,CADBB,CDDBA,DCADD,BABDB,DBCAC,CDCBA,BDACB,BCCBC,ADCBB,BBADD,DADCA,ADBBA
DBBAA,DDACC,ACDAA,CBBBB,CDCCC,DAACB,ADBCD,BDBCA,CDAAC,BBCDD,ACAAD,DDCCC,DBBCA,CBDDD,CDBBA,BDBDB,ADCBD,BCCDA,DDBBB
DACDA,CACAB,DACDD,BDDDD,BDABA,AAADC,BBCDD,CCCAB,BCDAC,BCCAC,BBCDA,ACCCA,CCCDC,DBBDB,ABADC,ADBCB,ADCBA,DBCCA,AADCC
CBDCC,BBCAA,ADACA,ABDBC,ACACD,BBCBB,BACAD,ACAAA,DADBC,BBCAC,AABCD,CACBD,DAACB,ABCBD,ACBCA,AACCB,ACCBB,BABBD,BCCAA
CDBAA,DBBCA,CADBA,CCBBA,BCCCC,BBADB,BCDDA,ACBAB,ADABB,CBABA,CCBBD,ABCAC,AABAC,DDDDD,BABBB,DADAD,DCBDB,ACDAB,DCCDB
DCDDD,CAABA,DABCD,CDADC,AABDD,CCCAD,ACACB,DACDA,ABADD,CCCAB,ADDBB,DDDAC,CCCAA,BADDA,BCCDD,DDBCC,DDCAB,CCADB,BADBD
ACDBA,AACAB,CAACB,CBBDA,DCACD,DCCCD,ABDAB,BCCDC,ADADD,DBCDA,DDBDD,CDBDC,CDCCC,BDACA,DBAAA,DACDB,BDDCB,CDACD,DBDDA
CBACC,ACDBB,ADADC,ACABD,CBDCC,BCAAC,ACDBA,ADCCA,AAACC,BBBCC,BDBBA,BCABC,AADBA,DCCCD,BBBAB,ACADD,ADCBC,DDDDD,DCABD
BDBAA,BBCDD,ACCDD,CDABB,AAACC,DADAA,ADBCB,BCCAD,DCBCC,DDDDB,CBBAD,DDADB,AADDC,BBCDA,CBBCA,BADDC,CACDD,CDBCD,DBCDB
DBAAC,CDDAB,DDCAB,CADAB,CACBA,ACBDC,ACBDB,BCACD,ADCCB,CADAC,CCCBD,DBCAD,DCADC,ABDAC,ACCDD,AADDA,CDDAB,DDABB,AABDB
BBBDB,CDBAA,ACBAC,BCCAD,ADBDD,DBBAD,BCCAD,CAAAC,ACBCB,CDABD,CDDCB,BDBAD,CDCBD,CABAC,ADBDD,BBDAA,BCCDC,BACDA,CDADC
DADAD,BCCDC,BBACB,ADAAC,DDBCB,CADDB,DDBAA,DCBBC,DDCAC,DBDCD,ACADC,CBCDD,DCDAC,CCBDD,BCBDA,ADCAB,ADADC,CACCC,CBCCA
DDBCA,ACDAB,AACAC,ABCCA,CCCDD,ACAAB,BCCBC,CABDB,CDDAA,DAACB,CBCCC,AADBB,DCBBA,DDCBC,CDCDC,BBBDA,DDBBB,ABAAC,ABDBB
AAADB,DBDBC,BCDAD,DBBDA,ABDAD,BDACD,BDCAC,BABDB,ADDAB,ABDDA,ADCCC,CCCDD,DAAAC,ABBCA,DDCCC,DBDCC,AACCA,BCDDA,ACCBB
CCBCB,BCACC,CBABC,ADCCC,DAADC,CDDBB,DBCDA,BBDAC,CAADC,CADAB,CDDAA,BDBDA,CAADD,ADCBC,CDCDA,ACADB,ABBAD,ABCDC,ACBBD
ADDDA,DBBAB,CCADC,CBDDA,ACAAC,ABBDA,ACDDA,DACCA,AABDC,DCCDB,BCABC,ABABB,BBBDB,CDBAC,ABBAA,ADACB,BBCBB,BDDAD,BCDAB
DDBCD,BACCA,CCBCB,CBCCD,BDBBB,CCADB,CAAAC,DADAD,CACAD,ADCBD,BBCDA,CCABC,DDBAD,DABCA,DCCBB,BAADD,BDBDB,CACBA,CACBB
CBCAD,BCBBB,DBBBC,DDCDC,DAABA,ACDAD,ABAAD,CAAAB,CBBCC,BBCBD,CADAD,CAACA,CBBBB,BCBDB,BBDCB,BBCBA,BBAAA,ABBDD,ADADD
BBBBA,ABDAA,AABAC,DBACB,DABAA,AAADD,CCADB,DDBAD,BBAAD,BBCDB,ACBBD,CCBCD,CABDB,CADBC,ADCCC,BDDBB,CADDA,BCCDD,BCADA
CBADC,CABCD,CCCAA,CBCDA,DBBAB,BBAAC,BBBCD,DCCDD,DBBAB,DADAA,DDBDC,BDADA,CDCCB,BCCAD,DBBDB,CCBDD,AADCC,BBACB,ACDAD
CCCCD,DBDCC,CBDCD,ABBCC,CDDDA,AABBB,CACCD,AACCB,AACBB,DCDDD,CDCCB,DABDB,ACAAB,ACDAA,DDCCB,BBCCC,AACBC,CBADD,CDDBD
ADABC,CBBBB,ACBCB,BDABA,ADAAD,AACBD,CBBCD,BBBDC,BDADA,DCDDA,CCABB,AABAB,CABAC,ADDBD,DCCCA,ACDCB,BCBBA,CDADB,CCDBA
ACABA,ABBBA,ACCCB,ACCCA,CAAAA,AABCB,DDCAB,CCCCB,BCCAA,DDDAB,DDCBA,DACBB,CDBAB,DAACD,DDBAD,BDDDC,AAACA,DBCDD,BDDAC
BBCAC,CBCAA,CBAAA,CBDAA,BDBDA,CACAB,CADDA,BBCAB,CBACA,BCCDC,CBDBB,AAABD,DCACD,BACBA,DDDDA,CBDAB,BCAAD,DAABA,DDDCB
ACDAD,DABAC,CDBDC,DDCAA,BAADA,CABCA,BDBCD,AACBD,CCACB,ACADD,ABADB,CAACA,CACAD,ABDDB,CBCBB,CABCB,ABDAB,CCBAD,ABDDC
DCADC,BBDCC,CDCCD,BBCBD,CADAA,DBACB,CDDCB,BBABD,ADDCD,AACDC,BCBDA,ACCCC,BABAC,CBBBB,DDAAB,ABAAD,CBCAB,BCBDC,BBCCA
ABDBB,CCAAC,CCACB,CCAAD,DDAAB,CADBD,CCABC,BDCCB,ACCDD,BBBCC,CBDDC,DADAD,ABDDD,BCAAC,DBDAC,DAADD,DBCDC,BCCAD,ADAAA
