pos,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,pos_8,neg,neg_1,neg_2,neg_3,neg_4,neg_5,neg_6,neg_7,neg_8,coding
,DDABB,,,,,,,,,BBCABB,,CAA,,,CBBABD,DBAC,BBDDB,BCAADB
,BC,,CCBDA,,BBDABC,,,,DCBACBCD,AB,,CB,,,AAB,,,CA
,,,BADBD,,CDAC,,,A,DACAABC,AA,C,,,CD,,CC,,BB
,BBDACABDC,,DCAC,DBA,,,,,,,,,CCC,,,,DDB,C
CCDCA,,BDACCC,CABCC,,,,BAB,,BADDD,BB,BCABCDD,DCCC,,AAACAD,,CACCDC,,ACADDC
,,,BCB,,,ACCB,,,,,B,DBA,AABABC,DABDCBC,DBDBD,,C,BABCAAB
BACBC,AA,,,,,,DBCBBDA,DDACCB,CDCDC,BDDB,BACA,,,,,BBAAAB,,CACBBD
,,,,,,,,,,CBBBCBBAC,,,BCBBDDA,,DABADBDCBDCC,,,DBACBCCC
ACDACB,DBCBD,BAD,,,,,,,CBAAADCAA,BCCDD,CCDABBC,,BDDACAD,BBAC,,,A,DCBABAD
,BB,CC,,AAAA,,,DD,,,,,CADCA,DABC,,,,,ABBBDCD
D,CBB,B,,,DADCA,,,,,,,,,,CADB,,,BCDBCC
,DDBCCAD,,,,ABBA,DA,,,,DDCADCDBDB,,DDBDAB,,,,CABDA,,AA
,BAA,,,,,,ABABDDBBC,DD,,BDCAAB,,BBCDDDACBC,BDBCDDBBC,,,,CBD,ABCACAA
,AADBAAC,,B,CAA,DABA,,,,,ABCA,BC,ABBB,,CCCDC,,,ACADA,BBADDAC
,,,BBBD,,,DC,CCAB,,A,,,,,,,C,DABDAAD,BCBDDCCD
,,,CBAC,,,ABAAB,DAAC,,,,AA,,,,,,CCABC,AD
BDD,,CBCB,BDDCA,,BDCAACC,,,,CDBA,,A,,,AC,DDA,,AABBABC,CC
,,,B,,,,,,CDDC,,,BBDDAAC,,DB,,D,,BCDBCCBBD
,,,,,,,,,,,,,CDDCC,DADCADCD,,AAA,,AC
CAACD,A,DACD,BBC,,,A,CAD,,,CCBD,,AACCDD,,BBD,DDDAD,,ADDBCBC,AAAAC
AA,,ABBDDAAAB,DBBDADBA,AB,D,,BDCBAABA,,BCCA,CCA,,,D,,DDA,,,DADDBBC
,,DDDBDBBA,,,,,,,CBD,BDDD,,ABD,,ABBCC,D,,,ACD
,,,BACAB,,CC,,CAAA,,BBAADA,,,,,DA,,,,BD
,,CDDBB,CBCAC,CAADBB,DB,,CCBBDA,DADA,,,DCA,CD,ACADA,CDBCCCBC,,,C,DCBCBADD
BAAABDB,,,,BCAD,BACB,CBBA,DAAD,,,,CDBBBCBBBA,CAC,ADBDABCAB,,CACABA,BADCCA,,C
,,,,,CBDBDA,BCDAC,,,ACCA,,,,,,,,,A
ACDACBCCB,,CBC,,,,,,,DBC,DD,DBD,,,,CBCCB,,,BCB
,,,CDDCD,CBDC,,,,,,,AC,,,,,,,DDB
,,,ABABCD,DCBCA,DAA,,,,,A,,,AACBD,BDDCDBBBDD,CCBCA,,CADDD,DCACCBABD
D,,,,BA,,CCBAC,CBABB,,,,,DB,,BB,C,,CAB,BD
BBDABD,,,,,DADBCD,DCBDD,,,DBCCAA,,,DDDDBB,CADCBC,,,,DDCCCDBDB,DCC
,DBCDCBD,,D,,,CCAAABDB,,ADCCAC,,,,B,BDBA,,,ACD,,CABB
,,BAD,,BBB,,BBBA,,,,,DCBBABD,D,ADAD,,,DDBACDB,,CAA
,DBCCADDB,CB,,,,,CADDC,BACACAC,,DCBB,BDAB,,,,BDCD,,AA,BCBC
,,,,,DA,CDC,,,ACBC,,,,,,,DAABDBDACB,,CABBCD
,,CBDBCB,,,,,,,DBC,BA,,,,ADA,,,,BD
,BACCB,DCDAB,CCA,DCC,BACCCBBA,,,,DABB,D,,,,CCBB,,,,DBBCDC
DCBDDBA,BDDA,,,CC,CAAAD,,,A,,,,,,BBBDD,ACC,,,BC
,,,,AAD,,C,,CBAAA,BBC,,BAA,DCDDDAADA,,,,,,DBDDDBD
,B,BBB,CADDADACBB,,,,,CABCAA,AA,A,,BADDB,BBC,,,,CAACDC,ACDBBDCDA
,,C,,D,CDA,,CBA,D,,CD,AD,B,,,ADADDBCB,,CBCDACBBBDB,DCBCAAA
BCDDCCCAD,,ADDBDB,,BDB,DBC,C,A,,CDBB,,CABADC,ADBAB,,,,CBBBC,,DBCDAAA
DDD,,,,,,,AB,,,AA,BCADABD,,,DBABDCBC,B,,DBDA,BBADD
,DBDDCCBCB,BDBA,BDBDACBAC,DBDBDA,CDCDBDDBB,,DCA,,,,ACCD,CDCADABC,,,CDA,,AADDAA,AADD
,,BA,C,,DBBBCD,,,B,,BDD,,,,,,,CCA,DDBCDC
DCDDCD,BDDCDBBC,,AD,,,,,,,CCABBD,,,,BACADC,BCDCDBBD,,,BACBBA
,ABABDC,DDDAA,AAD,,,,CACDB,CCDB,ADCB,,,,DDCAA,,,,,DABBAA
BBBBDADB,,DACCBCC,AD,,DDBACC,,,,DABBD,CCC,,,,,DABD,AC,BABCDC,D
DCC,,,ABDAC,,,,CD,CCACADD,,,C,DCDC,,,,,,C
BDCCBB,,,CA,,AAADABB,,,D,,,,,AADDB,BDABBAB,,,,CADC
,,,,AACD,,,,,BAB,,DD,,,DBDC,,,,DAB
,,,,CDDAACC,DDD,,,,,C,,CABC,,,,,,BACDADBC
,,CAABC,CDAAAAC,,DBCBBCBAC,,,,CDBAA,CC,ABCC,,CBABBADC,DA,,,,AABCBCD
,CBDC,,,,CBCCDABCC,,CBCC,B,DDAADAB,,,,CDAD,BAAC,,,BDCDBA,BAD
BAAD,DCA,,AADCC,,B,,,CAADD,BBDBDBC,,BCDADD,,,C,,B,CACBCDCC,DB
DDBDBA,,,CCBC,,,,,CC,,ACB,,B,,B,,AABDA,,DDACCBC
,C,,,CACCBCB,,,,DCDDAA,ADDB,DBADB,A,DC,DCCBC,BABC,,BDCAA,BD,DBBAA
A,,,ACBCDDCA,,B,,,,,,ADAAB,ABBD,,,,,DA,BCCC
,,,,,,,,,,,,AB,DDA,,,,CCDCA,CCA
,A,,,,,ABDCDBD,CDDCDDCDC,CCCBD,A,,ABDAD,,,BBB,DDABACC,,CDCDCCBD,A
,CBA,CDBD,,DACCCDD,,CBBAB,,,,ACCDB,BA,BBBAD,,,,,,DAACD
CDCD,ACDCD,ABDD,CCAD,,,CB,,,,,,,,ABBAC,DAADCC,DC,,CBDCDBDAB
BCB,,,,,,,,B,,,,CABDCA,,,ACCD,ABB,ADBAC,ADCBBBC
,DDDDAD,,BCD,,,,,CBBAD,,,,AD,DBBCBA,BBADBAAA,,,,DDABBBCA
,,CABB,CDDADBA,,BCDDBA,B,ABBAC,,,CC,ADDD,AB,C,CB,,,,DBAAA
,,A,,DACBA,,C,,BD,C,,,,,,AABDDD,ADCB,,AA
