pos,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,pos_8,neg,neg_1,neg_2,neg_3,neg_4,neg_5,neg_6,neg_7,neg_8,coding
AADAAA,DDCCB,,ABCA,,,,D,ADCDBA,,,,ADBAC,,AC,,,,DAD
,,,,,,,,BDCC,,CACB,,,A,,,,,DCBBCD
,,A,BBB,A,CBB,BCABBDC,,,,,,AADB,,,,BDBCCCBC,,AA
,,ADAAABAAB,D,,DBACD,AC,CDDC,,,,BB,,DBADDBACB,,CD,,,DCABCA
AC,,,ADCDC,BDC,CDCAD,,,,,,CDD,BDDC,,,,,,CBABABC
,,,,,,,,CDB,,,,,,,,AAABDB,,ACDAB
,,CDB,,,BC,,DAB,,AC,,,,,,,,BABBA,BBABCAA
,,BC,CADAACBCC,DD,,CDCACDCBA,CCDBD,D,A,AB,,,AB,,,,,DCBDCB
ABCCDA,,,,,,DAADBBABA,,BBAA,,,DDDABD,,,,,BCDC,,ACCCBCC
,,ACCADDA,ABCC,DD,,,AACAAD,ADB,,CBAD,BCDCAAC,,,DADACDB,BD,BD,,BDCABDC
,BBDC,,,DDBDABD,,CACDCBD,BBB,C,,B,,,BAD,C,,,,DCAACCC
,DCCBADBD,DDCAA,,,,,,,,,CADBD,CA,DACAC,B,,BADCADB,D,DCCDDA
