pos,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,pos_8,neg,neg_1,neg_2,neg_3,neg_4,neg_5,neg_6,neg_7,neg_8,coding
,,,,ABBA,ADDDCADB,CACB,,,,,,,AADCA,ADC,,D,,ABA
,CDDA,,ADCB,,AB,,CACDB,CCDABAD,A,,BCCCCAAC,BDBA,,,,,,CBC
BD,,,,,,,BB,DDC,CBABD,,DBCADDC,,,,,,CADDD,BABBC
,,DC,,CCC,,,,,,BC,,,BCB,,ADACCB,,CB,DBBDACCC
CDAADCA,DB,,,BCDBB,,,,,B,,,,,,DBD,,CADD,BCBBCACCD
,,,DADB,D,,,DBAA,,,CCDDCA,,CADAC,CBDACCAC,CDCA,,,B,BAA
,,,,BDACCA,,,,,CCDDCBCDC,,CBACDDA,,,,BCBCBCA,,DBCAACC,DBC
,,BBAC,,,BCDC,,,BCDB,A,,,DADD,CCDDA,,,,,DBC
,,B,,,,,,,,,CCC,BCCADACB,DDBCD,,,BCBCAC,,DBBDBA
AAAADB,BA,,ACBACDA,,,,,,ADCB,,,,,,,,,ACADBD
,,,,,,BCB,,D,AB,,,,CADB,,ADBADDBDA,,,AD
ACCABCBBA,,AD,,,DDAAABBD,,,,,,BADA,,,,,AACA,,A
,DA,ADDAB,,,BAC,AA,ACDAD,,,ADCAAB,,BB,,,,BDCDDDD,,BCCDBCBADB
BAACBDABB,,,BACCD,,BCADDBBC,,ADDBB,,,DDBDDDC,,,,,,BDDCBACB,,CCCBDAC
BDB,,,,ACACDD,D,,BB,DDAA,,,,,,,A,ACA,,ACCDCD
,,BB,,,,CBCD,,,CB,,,,,,ADCAB,,,DCABAD
,,,DDDDBB,,CBADCDAACD,,,,,ADDB,,,,A,AB,,,A
ADBCD,AABCDA,ADBCD,,,ACDA,,,,DBBDB,,,,CCACADBC,BBDB,,BDA,CCB,DB
,,,ABDBDDABDD,,CDDCABCDCCA,,DBDCC,CAC,CBB,,,,DB,,,,,DDDABBB
BA,AD,BBABC,,DA,,,,,AAC,BCBD,DCABA,,,BCDB,BBDDCCAAA,,,ADBCB
CABDD,,,,,,,,,CAAAB,,,,,BDDC,,,,ACDADC
CBADCDBDCBB,BBAABDB,BA,,,CAD,,,,DC,DAA,,,,DA,,,,B
A,,,CDC,DACBCCD,CBADD,,,,,,BD,,,CBC,,BA,,D
ADCD,,,DB,,,,DCDCCBD,,A,DDAABCABC,,,,,,,BDB,CCCADA
,AACACABB,,CC,,D,,,,,A,,DDCCA,ADD,B,BADBB,,,DDDABBACAD
,ABBDACC,,,,CCAA,,ACA,,,,BCBCCBA,,DDADCDAD,,,,,CBCDA
CA,,,,,,,,BCDAB,,,,,BCAAB,,,,,ABCDCCDABB
ADDCBCDCC,DBBCBCDDA,AADA,BCC,,,,,,,,,ADBDC,ACB,,,DD,,DDCCB
D,,,AADD,,CA,DBCCBACB,,,,,ADAABCCA,,,,,,,CABAACDC
,,DDDCAC,BCDA,,,,BBCBCB,,CDABDBBD,,CBDDAA,,,,,,,BADDBB
,,BCBDBDAD,,AC,,DDBBBCA,,,B,,AAB,CACDDBA,,BCDCBDAD,CACD,DD,,BCDCD
DA,BBACCC,,ACD,,AABAAB,,ABB,,CCA,,,,,,,,ADBAC,AB
,,,AAB,,,,,CBCACDC,,ADAAD,BCDDBDC,,,,ACABC,CCCABC,ACDC,DCA
,CAD,,,,,BB,,,,,,CAA,,,B,,,ACAB
,,,CDADDDBDDB,,,,,CDDC,,,,,BBCDB,,,,DADCA,ADD
ACDDA,,,AB,BCCDCBC,,,,AB,,ABDCC,CABA,DAABABAB,AAA,,,,,DDCCDCA
,,,,,,,,CBBADD,,CCCD,,,BCBBD,,,BDBC,BD,ABBC
,,,,,,BCBCB,CCB,DDDAC,,,BDD,CBCCCC,,,,,,DCDCABA
BBD,,,,ACCCCA,,,BCDA,,,,,DDCA,,,ABCAD,CBACADD,CCB,DBCABB
,,D,,,,,BDCD,,,,ABCAC,,,,DACD,,BCC,DDC
,,,,,,BBC,ABDAC,CCDBBDBB,BDDBAA,,,,DCC,DA,,,,ABCD
AA,DCAA,,DBCACCD,DBAC,,CBABA,,,BABCCACA,,,AAD,CC,ADCACBBDCD,BABA,ADBDBD,,DBDBBCDBAD
DDAAD,,,CABDBA,ADBB,,,,,,,,CBA,,DAB,,,,ACBBC
,,,,,,D,BDA,,B,BB,A,,,CC,,,,AAABBC
,DBACD,,,,BBABB,,,,,,,CCD,,,CA,CAAD,,CC
CA,A,,,,,A,,,D,BB,,,DABD,D,A,,ACAABBD,BBCBBCB
,,,,,,ADDB,,,,,,CBCCDD,AADCCDB,,,BAAC,D,CDDDDB
,,A,,ABBB,,B,DDDDBC,BBCB,,,,,,,,,,CBCBDA
,,,,,ADBAAD,CBACBDBA,,DADCC,CADC,ADB,,,,DBABCBDBA,,,,BCCCCA
,,DDD,,ABBCA,,,,CD,,,,,,,,ABADAAC,,BDAABD
CBDDAABCC,,,,,,,BABCCD,ACABAC,D,,ADCAC,,DBABDD,,CBB,CDDDBCD,,ADBBCC
,,,ACD,,,,BBA,BBBAA,,,,D,BBBA,,,,,BC
BADCBA,,,AAA,,AB,,,,,,,,AC,DAACAABDD,,BC,,BAACB
DADDB,,D,,,BDBB,ABDA,CCA,,,,CBCC,,,,,,,CCCBB
,,CCAD,,AACCBCA,,,,BBC,ABB,,,CAD,BAA,,CDACD,,BABCD,CBA
,,ADCDBB,,,ABDACACD,BAAA,DDB,AB,,CDC,,DAA,AACCDB,,,BCDA,,BBDAADBDC
AAC,,,DCACBD,,,,,ABDAB,BBBAD,,,,DCDDC,,ADAA,,BC,ADAD
DBD,AB,BDCDAA,A,,,AD,AACA,,,BCCA,,DD,,,D,,,AB
BDBD,DABA,,CD,BDA,C,,,BA,ACACD,,,BB,C,,,DBA,,BCAD
,,DCA,,DAB,CDADA,AB,,,,A,D,CA,CCDC,D,,,,ACABADB
BCADDC,,DAAABD,ABB,AB,,,,,,,,DAB,,,,,,CBAABABDC
,,BABDD,BD,,DACA,BCAAAB,,,,,,,,ABBCAB,ACD,,CCCDBCA,BA
,,DDCCAC,,,,AC,BBCD,ADAA,CBB,,BDBAADC,,,,BACBACA,,,CADACCBA
