pos,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,pos_8,neg,neg_1,neg_2,neg_3,neg_4,neg_5,neg_6,neg_7,neg_8,coding
,,,,CDDBD,,BCCDB,,,,D,DCBCD,CBBCCD,BDA,DD,,,,BBBA
D,,ADDDCD,,,,,D,,,,,,BDAB,,,,,ACBD
,,CBAADBCB,,ADBA,BC,CC,,,DBC,,D,,,CADD,,,,CAC
D,,,D,,CBC,CCAC,,,,CAACCD,CDCACA,,,,ABDBABC,CBBCDCACA,BABACC,BBCCBA
,,BDBADCB,,,,,,,,,,CCBAD,CABA,,,,,DCBACBA
,BBBD,BBDBCD,BA,,CCA,,,,,,,CAB,,,,A,,DDCC
,,,BDA,CDADC,CBABBD,BBBBAADD,BB,CAB,,,,BC,,ADADC,,,,BDA
,ACBC,,,BCD,,,DCA,,,CCDAA,,,BADAB,,,,DCDDB,BC
,BB,,,,,BBAABCDB,,CCDBAA,,,,,,,,,ABCBCBA,BAC
,,,A,,CBBA,,,,,AADD,,,,,CDDCBAA,AC,CBCCDDD,BABCB
,ADDB,,ABCDB,,,DA,CCBBB,,,,DBDD,CDAABC,,,,D,,AA
,,,,,DACC,BADBDDBBBA,BCBAC,,DCDBBDA,CDBBD,ACBBBDD,,,,AA,CCBCCAABC,,BACCBD
,,D,,,,BAB,,,,BBD,,,ADDBA,CD,,,,CA
DBB,,,,CD,,,,,,,,,,,,,DCABDC,CCAA
,,DBDD,,,,B,,,C,,CD,,,,,AAABB,,CABDCBD
,,,,,,,,,,,BBDBD,,,,,A,,ABDB
CA,,,DACCDA,,,DBBA,,,BBCBAD,CCB,,BDBD,,,,DCDBAA,,BDDABCDDC
,,BA,DDA,,BD,DBCDD,DBDAB,,,,BC,AAADCAB,,BD,AAD,,,CCDBB
,,,,DAACB,,,,ABCBADCAD,,,,,AAA,,,,,ACABCCBCB
BCC,,ABD,ABBADB,,,,,,A,,,CAB,,,DABDADAB,,,BAAAC
DC,,D,,BBA,,,,,DDBC,BADCDDBB,DD,,D,CA,,,,BCC
CCDDBDBC,,,,BBBAB,,ADAAA,,,,,B,,BCBBD,,,,,CBBABDB
BCC,,,CBADAC,,,CCCB,CCDA,,ABDD,CDBCBA,,B,,,BAABDC,ABA,DACB,CDAAD
,,CBBB,BBBBAAC,,,BB,,,DCCACDC,,,ADBAD,,,CDC,,,BBCBAC
,,,,,,,,,,,,CDB,,CDCB,,AA,,CBACBA
,,,,CCABCBC,,DCBCDB,BCABD,,,,,,DDCCBAC,CDB,,CAD,DCADB,CBDAD
CADC,,,,BACD,,CCCDBBAD,,,DADD,,,,,ACCCBAAAA,,DDDDC,,BBC
,,C,DBA,,DDBBCB,,,AD,,,,,DDCADAAB,,,,CADBCD,CB
ACC,,,,DAD,,CAB,,ABDBB,BAA,,BC,,,BAC,,ACCBDCAACCA,ADABCDB,CCDBC
,,,,,,ABBDA,,BB,,,,,,,DAB,,,BAB
DBABB,,CCB,,,,BD,DADAB,BD,,,DBA,AC,DA,,ABCBCBDA,,,BA
CABAACDD,AA,,,,,BD,AD,CD,,DD,,DBDA,DAC,,,,DCDDAD,DBCDA
