pos,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,pos_8,neg,neg_1,neg_2,neg_3,neg_4,neg_5,neg_6,neg_7,neg_8,coding
,,,D,,CDBBB,BACBAD,DAABADCBB,,BBB,ACCDABCD,,,,,B,,,C
,,,B,,,,DACAC,,,CB,,,CDCCCBC,,,,,BBABDDDAD
,CAD,,,,,,,,,,,,BBADBAD,,,C,,C
,DBBC,,,AAA,,,,,,CDC,A,,B,,CACCAD,,,DCBACDCCCA
AA,DADA,ADC,,,,A,,BBA,B,CADAB,,CADC,CAADDB,,,CCCABA,CCBCBBAAC,DCCBDDB
,ACAD,,,AA,,CBBCB,DDDBD,,,AB,,,,DACB,ABBDBB,,DDDBDD,AAD
,,,,,,ACAAA,B,ADA,,DAAB,BDDCBB,,,B,DDD,,DDABBA,AACDBB
CCCCCDA,CD,,,,,D,,,CDBCCA,,,,CB,,AADB,ACCCBBA,DBBCCDCCC,BABADD
,BCB,,BBADB,,,,DDB,CADD,,,C,,ADDABBD,,,,,ADAACA
,,,,BCCA,,CD,,BB,,DDD,,,,,,,DCA,AADDAC
DADCAACD,,,ACBCA,,DD,,,,,BD,,,,,,AABADBDD,,DCBBBB
,,,,,,ADABA,A,,,DCDDAD,,,BB,,,ABA,,CBDB
,,,CCB,,,,DBDB,,,,,BAA,,CC,B,DBA,,CBDAD
,,ADD,,,CDBBBC,,,DDCABCCA,,,BDBBCCAB,,,,,,B,BC
,,,DB,,,CC,,,,CDAC,,ADC,AC,,,,A,CCDCD
,AADDABB,,,,,,,,,,AD,,CAADCDA,,,,ACB,AB
DBBADBD,ABCBAD,,DC,,,,BCABADD,,,,,BCCAAADD,,,DDBADA,DABCDBC,,AADCBBCB
,,ACCBA,,,,,,DCDCACC,,AC,CAC,,ABA,,,,,ACDA
,,,,,DDC,DADACA,CAB,CBAB,,DDCDCC,,ACABCDCCDDBB,DDCBD,DCCCBD,,,,ACDD
,,,CBCC,BAADDAAAAADD,,,,,AABBDBC,,,CCDBB,,AABBB,,,,CCCA
CDCBAA,,,,AD,B,,,,,,A,,,,ABB,,,BCDA
AADCBCC,B,,,,ABB,,,,,,D,,BDCB,,,,CBDD,CDBADC
CBDCC,B,A,,DB,,,,,CCBADB,,,DABDBBA,DCCBCBCBC,,,,BABDD,B
DABBC,DDABC,C,ADCDDA,,,,,,,,,,ABCDD,,DCABDBBAC,,,BCCBBADDC
CB,,,AADDC,BCBC,,,BA,,,ADABDDD,,,,ACADA,,,,CDBCD
BCB,,,DB,,,A,B,,,,ADBBB,,,CBA,AAAABDB,DAADCBD,,ABAC
,D,BBDB,,,,,DCB,,ACA,,,,,,,BD,,DB
,,BDBBA,,,,,,,DACD,BDA,DCDACC,,,CBCBCC,,,BC,BBBDC
,DDD,DD,CACCC,,,,,,,,CDDDCAADB,CDB,BBADBC,CACBDB,,,,ABAAB
,DBA,B,DDCC,D,,,BC,,CCD,B,,,,CCBBCCC,BB,ADDDC,,BBBCA
,ACC,,,,,CACDDC,DDBBBBD,DDBCD,B,,BCAD,,DCBAABA,DDADDDBDB,DBABB,,,DCAB
,AB,,CAA,,BBBAD,BCCAAA,,,CD,BCBD,,BDB,,,,,,DB
,,,AAADD,ABD,,,,,,BBBACD,,CAACBCC,CA,,DB,,ABDAC,BCDB
DD,,,CDAB,ABCB,,,,ABABC,,,,AD,,,ABDACC,,,DABBBD
BCABBAD,CD,,DBB,DB,CCADCAD,,,,,,C,AAB,,,,,CCAB,CBDC
A,,,DABC,DCBDC,,,,ADC,,DADADB,ACAACCCCC,BDBDCB,,BBCC,,,,BCBADDD
,BDCD,,,,CC,,,,AD,,,,CCBD,CCCCD,,,,DADCA
DCCB,,,,,,,,CD,ACC,,,,,,,DDDAD,,AABB
BCDCB,,ABD,DBACB,,,CC,BBDAC,,,,,,,CCBCCDA,,,,DADBBA
,ABCDDCC,AC,,CA,,,CADDC,CAD,,,ACCCCDBBA,,,ADBA,CCBBC,,,BCBABA
,,,,B,,,D,,,BCBBD,,,BACAB,D,DB,BAD,,ACBAB
DACBACAB,CDDD,CBDAA,,BBCCDDCB,,,DDC,,,,BDBBB,,,AAABDDD,A,,A,DD
A,ABC,,,ADCAADA,,,,,DDBBB,,,ADDC,,,,,BBACDA,BBCBACCC
,AABD,ACADACDA,CCDBCBAA,ABDACB,,,,C,BAA,DADBCBD,ADD,,CCDBCCDB,BCDAB,,,AA,B
BCD,,,,,,,BD,,,,,,BADCDB,,,,ACB,CACBA
,,,,,,,CBBB,CDAACDAB,,DAACCDC,,,BCADDC,ABADBD,CCDC,,B,ADC
,,AC,,DBBAB,AB,,A,,DA,CBCBDCA,,,,,,,,ADBBBBBDCBC
,DDDBDB,,,,C,,,BA,,,B,,,A,,,A,CCBCACCD
,,,,DCDBD,BABBDC,,,,BBD,CB,,,,,,BACDCADA,DABC,D
,,,BAAC,,,,,,,,BBAC,AD,BDDB,,CCABBBCA,DABD,,CCDBB
BBADDCC,,,,DCAADCB,,,,,AABDC,ACA,BA,,BABB,,,,CDA,A
,,DBA,DC,,BBB,,,D,,,,,,,,CB,BB,ADCAD
,,CD,DDCCC,,,CCCBAA,,C,,ADBA,,,BAAAAC,,,,,AD
DACB,DCAD,,,,,,,A,ACBC,,B,BC,,,,,DBDC,DABA
DABBDBB,CDCA,,,B,DBC,,DBBDA,DBBBCABA,,,,,,CDDB,,,,CDB
BABACDBCB,,,,CCAA,,,DABCCC,,,,BDCBDBBC,,CAA,BDCA,,,,ABBBADB
DDAAAAB,C,BCDDD,,,,,,,DDAC,,DDBCCCBCAB,,ADCCCC,,,,,DCABBABDA
DC,CCBCC,,,,,DB,,,,,,DAAABCA,,,BABCDCCA,CB,,DABCABD
,,,,,CADD,,,,,BD,,ACAC,,,BCD,AA,,BDDDA
,,ADABDBAD,,,CDB,,,,,BDD,,BCB,CDBDBA,,,AC,BDC,CDDDDDA
DADAADD,,,,,,AAA,,BBDBDDD,ADBBAD,BDBB,,,CCDBDD,,,,DDCADA,DCAD
DACACBBD,,,CCBADBC,,BACBA,,DACCD,BDC,CD,,,ADBBAB,,,,,,BCDCDAABDB
AAB,CD,,,,DCCACB,BDDA,,CDC,BDDC,CCD,,,,BDDB,,,,CABDCCDAD
BBDDCDA,,,DA,,,,CBAA,,,,,DCBBB,,,,,ADA,BDCBABB
,,,,,,CCDB,CCADBAB,D,,,,AB,,,,,B,DACCAAC
CDCCCAB,,,,AACACAC,,CBADBA,BBD,D,,,,,,,,,DCB,DCDC
,,,BA,DAA,BBCCDD,,CADD,,BBACAB,ACBAA,,ABBDC,,,,,,BDACAAAD
,,,,,,BABDABBC,,,,,,DACCCB,,A,B,A,AAACABBAB,ABCBDD
,,,BDCCAD,ADC,,,,,,,,,DAAB,,BD,AD,,DABABDBDD
,,BDAA,,,,,BC,BB,,,ADDCDDD,,DBADCCBCA,BCBC,,ADB,ADA,DDBDADDD
ABCCC,DA,,,,,CADBCBAABA,CABCC,,DCDD,A,CC,A,ADB,BCDB,,,ADA,BDCD
,,,AB,BCA,ACBDD,AB,,DCC,,,,,,ACDB,,C,,CCACB
