pos,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,pos_8,neg,neg_1,neg_2,neg_3,neg_4,neg_5,neg_6,neg_7,neg_8,coding
,,,,,,,CBBCD,,,,,,,,ACD,AADDBC,,ABCDCABDA
,,,,,D,AA,,,AB,ABADCADB,A,CDADCD,,DC,,,,C
,BADCBADCBBC,CBCCBCDC,CABBDCDD,,,,,,,CADDDB,,,,,,,,ABADC
,CAA,,,AADDAD,,,BCBABC,,,D,,,CACDADDC,BDCC,BAD,BACB,,CDAB
,BCC,,,AA,,,,,,,DCD,,,,,,,DAC
AD,CCDAB,CCCCA,,DADCCAC,B,,,,,,,,,,,DADAA,ACDAC,B
,,,BDDACA,,DAABABB,DABAAAD,,,ADBDCBB,,,CCD,,DAAC,CCA,AC,DDDDBC,CD
,D,,CBB,,B,CCBABAC,,,AADD,,BCBCCCC,,,,,,D,DD
,BBDDC,,,BB,,,ABDAB,,,,,B,,,,,BADD,DAD
,BCC,,,AABAAD,,,ADDBCB,,CD,AAC,,,,,CBCAB,,BAB,BACBBD
,AAD,BDC,,,,ABADABC,,,,,CBCCBBC,,BCBDA,,,,CA,CB
,,D,,,,CDACB,BAB,CCB,,,,DCBBDD,,,,,,AA
BCCD,,,ACCB,,,ABADBD,,ADBDD,,ADCCB,,,,,,,,CDCDDDDC
,B,DDBB,,,DBCCAD,,,D,,,,CA,BC,,,BDCDBB,ADCAB,DDDADAA
D,DC,ABAABBAB,ADBA,,C,DCABDC,,ADDCCC,DA,,ADA,,DDBABBB,ADAC,BABAAC,BAAA,CDBA,DBBDD
AC,,CCAACB,,,DDDDA,,,CDACA,CDD,,A,DDC,CDAADDAD,,DCBA,,,BADC
,CC,,ACBBABDBB,,C,,,ABA,,,,,,,DBAAC,,,BDCAB
,CB,,ACD,,BA,,ABAABBCB,,CAAA,,,,,,,,,ADCBBDD
ADC,,ABDCCBAC,BBB,B,,,,,,D,,,CCBCC,,,DDA,,DACCBC
DBBBCCB,,,DBAAA,BD,CBCACBDD,BDC,,,,D,,,D,,,,,DCADB
,,,,,,DCA,BCBBB,,CDBDD,BCDD,,,,,,CDAAABACD,,DBADCAD
DC,,DAACC,,BDBDCBCB,CC,,,AAAC,BD,,,DDD,,,,D,,ADCBCAABB
,DDABCB,,DC,CADDBCB,D,CCBBAAC,,ACBCC,BDB,,,,CCAC,,,,,A
,,,,A,,DBDAD,,,,DACC,,,BAB,B,,DCABB,,DBDADCA
,BA,,,,,,DDDBABCA,DCCCAB,,,,CDCCBAB,,,,,BCC,ACBDA
,,,,DAAC,,,,A,CA,,,CCABBCCAAB,,,,,,DBD
,,,,,,,,CADAD,,DBCDCAD,,,,,,ACCC,,AB
DBDBDC,BADCCDCA,A,,BAB,,,,CDAD,,,,,,,,ADABABA,BABB,BD
,ABD,,,A,,,DDBDBD,BDDBDCAC,DCAAD,BDBA,CBACCCAA,BAA,,,,,DB,ACABB
CBCCAAAD,CCA,ACACC,,AB,,,,,,,CA,,,CBABCAC,,,CBDDC,CDBB
,,CACA,,BCD,,,,,,,DCBBD,BAB,CBAC,DDD,BACAADAACBB,,,BAABA
,BDDDA,,CAA,ADAD,,CBDAD,,CDA,,,AAB,CDDBCC,,,,,,BBA
,A,,CAB,,,,ADCDCDDD,C,,,,,DACBD,BBB,,,CCAAA,BC
,,,,AABAB,BCAAB,BD,,,DBAABDDC,,,BB,DAADDBCD,,,AD,CDDA,CADAA
,,CD,,ACDCB,DDAC,CBB,BCA,,,B,,DCB,,,,AD,,BADCD
,,A,,,,,DDA,,CACCC,,AC,,DB,BCAD,,BDABD,,DDA
,BABDCCD,CDBCB,,,,,CBC,,,,CC,,,,,,C,BCBAC
,,,,,,,BAADC,,,DCBC,CBCBC,B,,BDBCBBBCC,BAD,,,DBBC
,AABBBD,,,ADBAAC,D,,,BACDD,,,,,,,CBBDDCC,CB,ABBACD,BDC
,,CBACCBAB,,DB,,,D,C,,,CD,,,,,,,CBDBCDCCCD
B,AB,DDDDBB,,,CCAABAAB,BCA,CCCCAB,CCA,CDB,A,,DDBDAD,,,,A,,AA
,,BADDBAADBB,,,,,,,DDCB,,,C,,,BAACA,,,AABCA
,,,,CCDBC,BDABBBDC,,ACDCA,CCBAC,DAADA,,BCDAC,,,,,,,CDAB
,BBAAB,,BBCABA,CBBC,BDDBDD,,D,,A,,DACDDDB,ADCD,,,,,DAB,ABDCBD
CDADD,,,,ACDBC,,,,,CBBDCBC,,,,,,,,,ADBC
DCACBC,,,DAD,,,,DA,,,CBABABDB,ACBDCA,,BA,,AA,,DB,BBAAABCBAC
,CA,,,ABABCDB,,,CAA,ABBD,,,,,,CCCDDDBC,,,,CBABABD
,DDBAADB,,,BBCB,,,,DBD,DBBB,AADA,,DA,,,,,,BBDDB
,,BA,,BBBA,,C,B,,,,,,,,ACBD,,,ACAAAAD
DAB,,,CBBCA,,,,BBCDBA,,,,CAACBAD,,,,,BBAADCB,,CABACBDD
,BAAA,AD,,,ADCBBCCC,,DBA,,,,,,DDDAA,,,AC,CBDADCC,DCADAD
,CB,BADBAA,DADCD,,DBBCAAAC,,CA,,,,,CAAC,BD,,DBC,,,AACDA
,,BADBAD,,,,,DC,,,,,D,,B,,ABACACB,,BAABABDBBD
CBADCDAD,AB,,AAD,ACBB,DACDCA,BDBAB,DDAC,,,,,,,DBBB,,,,BDBDACC
,,,,,BB,,,,,,DCA,DABCBCBD,,CDBACB,BB,,BA,CAD
,BDABBD,,,DABDDAC,AACBC,AAA,,DABBDDB,,CADCB,,CCCDAAC,,A,,,,DADCBB
DB,BCADCBD,,DDABCBB,BCDDA,,,BD,,ABBDDAD,,,AABDAACBC,AADDC,,,,,DBADADD
BBBCCCD,,DDCD,DD,,,ACA,,,BCADCBCC,,DAAC,,CDC,ABCCDA,,,AB,DBDBAC
