pos,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,pos_8,neg,neg_1,neg_2,neg_3,neg_4,neg_5,neg_6,neg_7,neg_8,coding
,,,ABBAB,DBAC,,,,,,CADCBB,CDDBDA,,CADAACBADA,,BBABD,ABDAA,,ADABB
BABABBDC,,,,,,,,AAABAABBB,,,,A,,,,,BC,CBDB
,CCB,,,,,,,,BACA,AABD,ABDAC,,,,,,,DADBDD
,,,,DDBA,,CBD,A,,CAAB,,,,,DCBCA,,,BCBDCDBB,AABCC
AC,,DC,,,CB,,,,CCBCD,,,ACCDAAAC,,B,,,BBDAADC,B
,,,,AACCB,,,,,CC,DACBADACBACC,,,,,,,DDDCD,BCDA
,,CB,,,A,BDCCCCC,DDCBBCCDACAB,,DDD,ABCCCCBA,AAA,BAAA,DBBBB,,,,,CACCBDDDA
,,CC,,,,B,ABAAD,BABAAC,,,,,BACCCBA,,,DCBDBAA,AAB,BAD
BDCD,CBBBA,CCDDDAD,,DACCBC,,,AAC,,,,,,DDBD,CDDAAA,,DAADBA,,BCDADAA
,,,,,,,,,AACADB,,,C,,,,ABACA,,AAAABBCACCC
,,,,,DBCACCD,,,,D,,CACDDD,,,,,BDD,,ABAADABB
,,,,,BBC,,,,,,CCDAD,AACDAABD,,,B,,,BADADD
,B,D,,CBDC,,,,,,,,,ACCAB,CD,B,DABACAA,,BBDAAAAA
,,,,CB,,,,,,,,,BBB,,,DB,,BBCABBC
,,,,,,,,,,,,CADAC,BA,,,,,CABBACA
,D,,,,CDAABAA,,,,,BDAC,,BCD,BDDC,,,,,DDBBCADC
,,DADDDACA,,CCBDCABAA,,,,,,,,,D,,,,DCBB,ACD
DBB,DBCCC,,,DDB,,ADBAAABCA,ACD,,,DBA,,CCDCAAC,,,,,CACD,ACABBD
DACCA,,,CAA,,AADDB,,,,,,,,,BDA,,,,DAADB
DCAD,,,,AABDDB,,BCD,,ABB,BBBAABAB,B,CDC,,,,,ADDDB,,CBDBA
,,,BDADCBAAC,ADCAB,DBCBBBCDCC,,,DDBCDCBA,,,,,,,CDDACC,CAADA,,ADACB
,DBC,,ABC,CDCA,,,ADCC,,,BBABADDD,,,DBBD,DCDBCAA,CACBCBCA,CD,BCDCA,BCDAB
BBD,,,,,,DBBCC,,BB,,C,DCDCADD,D,C,,,,,DBACABA
,,,,,C,,BDBBB,ACBC,,,AB,DC,DA,,,,BBBAD,DDDAD
BDAA,CDACBD,,,CBABA,DB,,ADC,,,,,,,,,,,CABACDC
DABADACC,CBBDDBBCA,A,,D,,,,,,CCB,ACBCACAD,BBDDDC,B,DCB,ABCCCDAD,,,BCAA
,ADDCBDAD,BCCCCB,,ACBDCC,,DA,,,CABBC,,,CDABB,,,,DADDBCAB,,AB
,DBCABCAACCA,,BAAADBA,,,,,,C,DD,,ADADBBB,,,AADC,,DCBBCC,CB
ADDB,,,,,,,CABBDC,,BDB,CDCDCBD,,,,,,,DCADAA,DCBDDD
,,CADD,ACDC,,CAC,,ACCB,BDCCBCD,,,BC,,C,DDCB,D,,,DDAC
,CBAB,,C,,,,,CDBD,ABABC,,ADACAD,,,B,C,,,CCCADBB
CBCDBD,,,,,,A,,,,ADDBC,BD,,,,,,DADD,CDBAAADC
,,AACBD,,,,DCDD,BADAA,CCBADDB,BCCB,,,,,,DDABABC,,,DAADDD
,,,,DDB,AAADAC,ABBBDDB,,,ACABCD,CBADD,,BDCBC,,AB,,,,AC
,,CADB,,CADCAA,,,CCA,,,,,CDACBB,DBA,,ACAAACADA,DBDB,,DCBD
,BBB,,,,ADD,,BBACC,BAA,,,,CCDDBAABC,,,DCBAB,,CBBBB,BCC
,,BBD,,,,BDBDBCD,,AD,,C,,,BAAC,DDC,CABBBAD,,B,ADBABD
D,BBBBB,,,,,,DACBBDDCA,,,B,,,,,DACA,,AADCBCBAC,DC
BABB,CBD,,,CCBB,,,,A,,BCACAACB,,BABBBC,BC,,B,,BDAB,DDBDBD
,,AACCBACC,,,,,,DCBB,CDAB,CACD,,,,CC,BAAAABC,D,,DCADDBDBC
A,ABAA,,,,,,CCAABBB,DDA,,,,,,,,,,A
,,,DBBD,,,ABBBA,BBBBA,BBACA,BDC,CDBD,,,,,,,BCDA,B
BABDBAB,,,DCCABD,B,,CD,BDDB,,,,CDDDA,,,BBA,,C,,CCADCD
,,CBC,,A,CB,,ABDBCDD,,,,,DBB,,,,CDCCB,,DDAABDCDDB
,,,DCBCC,,,,ACDCBABB,,DA,,,,,DCDA,,,BCADDD,CB
BAAD,,,,CD,,,BDBBBDCD,,BDDBD,,,,,,AAA,,BBC,BDCBDDB
,CDACC,,BAC,,,AAC,,,,DDAB,,AB,,BCC,BAA,,,AABC
ADBBDDD,CD,,DDAC,,BACBDC,,,,DAA,CBBBBAA,,BCB,,,,,,AAACADD
CD,,,BDA,,,DCAC,DDACBCB,,,ADDC,,DC,,BC,,DCCB,BCADBBDD,BAACCDABA
DC,,DBCCDBBBDAB,,DCDA,BDA,,ACDAA,DCAABC,,,BBBCAD,,,,AC,BB,,CDDC
,ABBDBD,,BBBDDA,,,,,AACBACCB,,,DBCCB,BCD,BADCB,,DADB,,,CABACB
,,ADADD,DDDCC,,DDACB,AACBBBAAACD,BD,,,D,,,,BA,,,ADCCCC,BBC
BBAABCDAC,,ADABBC,,,ACCCB,,BACCDDCD,,,,,,,,,CBCADCAA,,CCDBDBB
,,,,BDBDC,,,DAACAA,,,ADD,,CA,,,,,,BAC
,,DA,,,,,,BC,,,,CCA,,,,,,DCBD
CCA,BDCCABD,CAD,AACBA,,D,BCDDD,ADDAB,,,,ABADC,,C,CABB,,BCDCB,,A
,A,,BAD,,DCBBCDD,,,,AB,,,,,,,,CCACCAA,BCD
,,,,,,CCAD,,CDCDA,DADBD,AC,C,ADADCBA,CDAB,,,,,B
,BACDCBC,,BDB,,DAA,,,,,,,,,,,ABAAB,,DCAD
,,,DDB,,AADB,,CD,,DDB,CDB,,,DBAB,B,ACAACD,DABA,AACB,ACCDB
