pos,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,pos_8,neg,neg_1,neg_2,neg_3,neg_4,neg_5,neg_6,neg_7,neg_8,coding
,DCACCADB,BC,CBCBCD,AC,,,CADDB,BCCDBCACC,,D,DBDB,ADA,,,C,,,AACDBABCCB
DBDBBBD,,CCDC,,,,,,,DDACBB,,,,,,,DBADBDCB,,CBBAD
,,CBDBC,,,,,,,DACC,,,CAABBBA,,BB,,,ABB,B
,,BCDABC,CCC,CB,BCDCCBBBAB,,,,,DAC,,,,,,,BAABCB,DBCCDC
DBDCBD,BBDDAC,,,C,CADABAD,,,B,,,,,,,A,,,BBBCA
,,,BACAC,,,CBC,,CDA,DADAC,,ABA,DCDABDDCAD,,,,ADAC,,DBDDBD
,C,,CDDDDCBC,,,,,CCABCAABD,AC,BDA,AC,,,,,,CDCBCC,ABDBBDCDA
,,AA,B,DACA,ADA,,A,CCAB,,CBCBCD,ACA,BD,,,ADDADD,,CBABBCB,CA
BDDCCAD,,ADDABB,,,DCDA,BD,CACD,,BDBD,,CCCAAAD,BDBBBAB,,,DCBA,CDBCDC,,CBCDDA
,,,,B,,,ABC,,,BCC,DAABD,,,DCBDCC,,,A,BDBBAD
BACDD,DBDBBCB,BDBDCBAC,BDBDCCBDAC,DBBB,CDCDABDBB,CBA,DBCAC,,,,,,,DDABABA,CCA,B,AA,ADAAD
,,BCB,CD,,,,,BDB,,DDADA,,,,BCBDCC,C,,AA,DDBCDC
DCDDACD,,,A,DAADDC,CDDBAD,,,,,,BBD,,,ACBAB,BCDDBBC,,,BACBCB
,DBDBABC,CCACDBA,ADD,,,CDB,CAA,,DCB,,,,DDADAA,,D,,,ABBA
BABDADD,,,,,,,,,DAACBBC,CB,,,DDA,,ABAD,ABBDC,DBCDC,CDB
CB,,,AAB,BABB,,,B,CCABABD,,,A,AD,,,,,,B
BDCBCDB,,,CA,,,,,DD,,CA,,,,CDABBB,,,,DA
,,,,AAAB,,,,,,,AD,DADDA,,DDAB,,,,D
,,,,CDDACCD,AACB,,BDCBD,B,,BC,,AAAC,,,B,,,BCABDBD
,,,CDABAAAC,,DBBBCBCCC,,,,CDCB,D,AACDC,,,CAC,,,,ABACCCCCB
,CBDC,,,,,BAA,ABCBC,C,DDDD,,CBABB,,ABD,ACC,,,BCDBB,CBBD
A,DD,,CAAC,DDADB,,BBBC,,CBAABDA,BDABABC,,,,,B,,CD,BACBCBDDC,C
D,,,ADAB,,,,,DB,BCB,BBC,CABDDBBCA,B,,C,,AABB,,DBACC
,C,,,,,,,ACCDA,CAC,CDADCDBAD,BACBDB,,BCDAA,BBAA,,,DD,DBDAA
DBD,,,,,CDD,,,,,DDD,DBB,BCD,,,,,ADBA,CBCBC
,,ACCCD,,,,CB,,,,,,ACCC,CCDB,,DACDCD,,CCDDDDC,CCCDDA
,,,,,,ABCDBA,CDDCDDDDCB,CCDCD,DADAACA,,,,,,CCBABAC,,CDDCCD,C
,CBDA,DBA,,,,,,,,ADB,,BBABAD,,,,,,DACDAD
BCCD,ABBDCDAA,,CACAB,,,ABBD,,,,,,,,,,AB,,DDAC
ACABD,DBDADDACC,,,,DBAD,,,,,,,CABAB,,,AC,AB,,ADDBBDB
,,,,,,,,CBADCCD,,,,DAD,DBBCDC,CDBDA,,,AAADAD,DDCBA
,,,CADBC,,BDDDA,BCB,,,,,BA,,B,CB,,,,BBAAD
C,,,,DAABBA,,C,,BACAD,C,CC,,,,,CADDDD,,,DDD
